"","Tattoo","Eimeria","Isospora","Fleas","Lice","Ticks","Sex","fYear","Year","Month","Age","AgeCat","X","Y","Degree","Strength","GroupSize","LifetimeDensity","TrappingDensity","AnnualDensity","Survived","BCI"
"7775",248,1,0,5,0,0,"Female","2013",2013,"08",8,"A",16,184,8,8,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,1,0.192512207151478
"7776",248,0,0,0,0,0,"Female","2013",2013,"11",8,"A",16,184,8,8,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,1,1.02377829633879
"7777",254,0,0,5,1,0,"Female","2013",2013,"06",4,"A",140,186,0,0,15,2.9217872394233e-05,3.26890382162027e-05,2.1044834370529e-05,1,0.556957407013755
"7778",259,0,0,4,0,0,"Female","2013",2013,"11",4,"A",133,182,0,0,15,3.40255574578346e-05,4.1738942819679e-05,2.30026041425571e-05,1,1.26224474906317
"7779",266,1,0,1,1,1,"Female","2013",2013,"06",4,"A",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,1,0.0584819248864123
"7780",271,1,0,5,5,0,"Female","2013",2013,"06",4,"A",16,184,8,8,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,0,0.657099528147245
"7781",282,1,0,0,1,0,"Female","2013",2013,"06",4,"A",48,144,4,4,5,4.29347509408293e-05,5.99541893021521e-05,2.67601668767764e-05,1,-0.041933318165656
"7782",282,0,0,3,0,0,"Female","2013",2013,"08",4,"A",47,135,4,4,5,3.97476914904642e-05,6.34467079537609e-05,2.34834740309946e-05,1,0.229778280853906
"7783",283,0,1,8,2,0,"Female","2013",2013,"06",4,"A",24,156,5,5,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.0974865500308509
"7784",283,0,0,0,1,0,"Female","2013",2013,"11",4,"A",24,156,5,5,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.858504705534777
"7785",319,1,0,0,0,0,"Female","2013",2013,"06",3,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,1,-0.0954608678778363
"7786",339,0,1,0,1,1,"Female","2013",2013,"06",3,"A",24,156,5,5,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.395508176200501
"7787",348,1,0,0,0,0,"Male","2013",2013,"08",3,"A",79,0,1,1,2,1.37700788277108e-05,1.62674068034132e-05,4.72877359508972e-06,0,0.776824293468695
"7788",352,1,1,20,1,0,"Female","2013",2013,"06",6,"A",115,116,6,6,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,-0.330142858726008
"7789",352,0,1,7,1,1,"Female","2013",2013,"08",6,"A",115,116,6,6,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,-0.566427601502453
"7790",355,0,0,5,1,0,"Male","2013",2013,"08",3,"A",201,15,5,5,6,1.92204194291539e-05,1.64357086779505e-05,2.30105406168526e-05,1,-0.20306338952688
"7791",381,0,0,3,4,1,"Male","2013",2013,"08",3,"A",186,49,10,10,13,4.54311538210436e-05,9.84724074279314e-05,3.60211016001327e-05,1,-0.889342135547906
"7792",417,1,1,18,0,1,"Male","2013",2013,"06",1,"Y",163,43,12,12,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.649204674472858
"7793",417,0,0,3,4,0,"Male","2013",2013,"08",1,"Y",163,43,12,12,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.917397345203867
"7794",427,0,0,12,2,0,"Female","2013",2013,"06",1,"Y",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-0.147872451729652
"7795",427,0,0,7,0,0,"Female","2013",2013,"08",1,"Y",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-0.330142858726008
"7796",433,0,0,14,1,0,"Female","2013",2013,"06",1,"Y",67,85,6,6,7,2.13492064964791e-05,2.68808548289706e-05,1.45360749032245e-05,1,-0.747667216396484
"7797",433,0,0,15,0,0,"Female","2013",2013,"08",1,"Y",69,71,6,6,7,2.17539140356215e-05,3.49986002304611e-05,1.27117602887513e-05,1,-0.493428171211313
"7798",433,0,0,5,2,0,"Female","2013",2013,"11",1,"Y",82,75,6,6,7,1.95671261934994e-05,4.170252311001e-05,1.33547965071263e-05,1,0.345571684111993
"7799",436,1,0,0,1,0,"Male","2013",2013,"06",1,"Y",34,206,10,10,23,1.11625054289033e-05,1.45999707947069e-05,1.65396209746499e-05,0,0.229778280853906
"7800",437,1,0,15,2,0,"Female","2013",2013,"08",1,"Y",163,43,14,16,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.844456027438188
"7801",438,0,0,20,1,0,"Female","2013",2013,"06",1,"Y",24,156,5,5,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.592155429397645
"7802",439,1,1,3,1,0,"Male","2013",2013,"06",1,"Y",44,175,12,13,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.876755435313068
"7803",441,1,1,0,0,0,"Male","2013",2013,"06",1,"Y",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.694986374836165
"7804",443,1,0,2,2,0,"Male","2013",2013,"06",1,"Y",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.683028305671579
"7805",443,1,0,5,1,0,"Male","2013",2013,"08",1,"Y",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.511633942320746
"7806",443,1,1,0,0,0,"Male","2013",2013,"11",1,"Y",16,184,15,19,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,1,0.916820052704154
"7807",444,1,0,0,2,0,"Male","2013",2013,"06",1,"Y",16,184,15,19,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,1,-0.606229728097006
"7808",448,1,0,9,1,0,"Female","2013",2013,"08",1,"Y",44,175,11,11,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,-0.344667888165701
"7809",450,1,0,12,2,0,"Male","2013",2013,"08",3,"A",122,45,0,0,4,1.55091696049179e-05,1.26447896070632e-05,1.61174174028878e-05,1,-0.00787276702670768
"7810",452,0,0,13,3,0,"Female","2013",2013,"08",1,"Y",163,43,12,12,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-1.23320161411676
"7811",455,1,0,15,0,0,"Male","2013",2013,"08",1,"Y",115,116,6,6,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,-0.850268160605111
"7812",459,1,0,1,11,0,"Male","2013",2013,"06",0,"C",107,199,3,3,4,3.43252525557025e-05,5.35954643723891e-05,1.88520179092736e-05,0,-1.72017452339252
"7813",464,1,0,5,2,0,"Female","2013",2013,"06",0,"C",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,0,-1.18760465154225
"7814",465,1,1,3,0,0,"Male","2013",2013,"06",1,"Y",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,0,0.517198332043562
"7815",466,1,0,20,3,0,"Male","2013",2013,"06",0,"C",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,0,-1.65419420704037
"7816",467,1,0,6,15,0,"Male","2013",2013,"06",0,"C",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,0,-2.03673974700624
"7817",467,1,0,2,4,0,"Male","2013",2013,"08",0,"C",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,0,-1.45870108323973
"7818",468,1,1,2,18,0,"Female","2013",2013,"06",0,"C",104,192,3,3,4,3.50987541024159e-05,5.17886421045977e-05,2.08016684552517e-05,1,-2.02541944500621
"7819",468,1,0,9,1,0,"Female","2013",2013,"08",0,"C",104,192,3,3,4,3.50987541024159e-05,5.17886421045977e-05,2.08016684552517e-05,1,-0.292186054699779
"7820",469,1,1,2,6,0,"Female","2013",2013,"06",0,"C",104,192,3,3,4,3.50987541024159e-05,5.17886421045977e-05,2.08016684552517e-05,1,-1.57644685189212
"7821",470,1,1,15,3,0,"Female","2013",2013,"06",0,"C",107,199,3,3,4,3.43252525557025e-05,5.35954643723891e-05,1.88520179092736e-05,1,-2.22803469110996
"7822",472,1,0,0,0,0,"Female","2013",2013,"06",0,"C",40,111,1,1,3,3.09903945108342e-05,3.94338250839189e-05,1.68286379165511e-05,0,-0.984265330861697
"7823",473,1,0,20,10,1,"Male","2013",2013,"06",0,"C",115,116,6,6,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,-2.01379584764801
"7824",474,1,0,15,5,0,"Male","2013",2013,"06",0,"C",79,0,1,1,2,1.37700788277108e-05,1.62674068034132e-05,4.72877359508972e-06,1,-0.984265330861697
"7825",474,1,0,0,0,0,"Male","2013",2013,"08",0,"C",79,0,1,1,2,1.37700788277108e-05,1.62674068034132e-05,4.72877359508972e-06,1,-0.19089233404727
"7826",476,1,0,20,5,1,"Male","2013",2013,"06",2,"A",189,45,5,5,13,4.47964172011959e-05,9.19135631406246e-05,3.57966200881209e-05,1,0.216559969689876
"7827",478,1,0,13,3,0,"Female","2013",2013,"08",0,"C",232,77,5,5,6,1.78932351727036e-05,1.46782694185778e-05,1.74440904436305e-05,1,-2.29923128831767
"7828",479,1,1,0,5,0,"Male","2013",2013,"06",0,"C",259,2,6,6,7,2.20393948279513e-05,1.13205726806677e-05,1.32691243164576e-05,0,-2.40075983817247
"7829",481,1,1,8,20,0,"Male","2013",2013,"06",0,"C",259,2,6,6,7,2.20393948279513e-05,1.13205726806677e-05,1.32691243164576e-05,0,-3.32811309934602
"7830",486,0,0,5,0,1,"Male","2013",2013,"08",2,"A",21,77,2,2,3,2.67548073681436e-05,4.4658353416575e-05,9.57033545225087e-06,1,0.349804257062035
"7831",487,1,0,1,2,1,"Male","2013",2013,"08",0,"C",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-1.664483772851
"7832",490,1,0,20,3,0,"Female","2013",2013,"08",0,"C",259,2,6,6,7,2.20393948279513e-05,1.13205726806677e-05,1.32691243164576e-05,0,-2.00172979153819
"7833",1464,0,0,13,0,1,"Male","2013",2013,"06",10,"A",115,116,9,9,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,0.451226569448051
"7834",1464,0,0,6,2,0,"Male","2013",2013,"08",10,"A",104,192,9,9,4,3.50987541024159e-05,5.17886421045977e-05,2.08016684552517e-05,1,-0.0508500067294715
"7835",1466,1,0,3,0,0,"Female","2013",2013,"06",10,"A",16,184,8,8,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,0,0.192512207151478
"7836",1467,0,0,0,4,0,"Female","2013",2013,"06",10,"A",16,184,15,19,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,0,-0.179123909662788
"7837",1467,0,0,4,1,0,"Female","2013",2013,"08",10,"A",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,-0.0482643736769958
"7838",1490,0,0,0,0,0,"Female","2013",2013,"06",10,"A",47,135,4,4,5,3.97476914904642e-05,6.34467079537609e-05,2.34834740309946e-05,0,0.141704640311193
"7839",1510,0,0,3,0,1,"Female","2013",2013,"08",9,"A",163,43,17,18,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.317745867285752
"7840",1512,0,0,3,18,0,"Female","2013",2013,"06",9,"A",76,167,7,7,23,2.34556216386254e-05,2.88327012827954e-05,2.54815731096439e-05,1,-0.451747096717985
"7841",1512,0,0,0,7,0,"Female","2013",2013,"11",9,"A",104,192,7,7,4,3.50987541024159e-05,5.17886421045977e-05,2.08016684552517e-05,1,0.715722003222755
"7842",1516,0,0,20,5,0,"Male","2013",2013,"06",9,"A",82,75,2,2,7,1.95671261934994e-05,4.170252311001e-05,1.33547965071263e-05,0,0.0398070298275342
"7843",80,NA,NA,1,1,0,"Male","2013",2013,"06",8,"A",44,175,11,11,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,0.19917552029249
"7844",250,NA,NA,4,1,0,"Female","2013",2013,"06",4,"A",76,167,4,4,23,2.34556216386254e-05,2.88327012827954e-05,2.54815731096439e-05,1,-0.179123909662788
"7845",448,NA,NA,5,3,0,"Female","2013",2013,"06",1,"Y",44,175,11,11,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,-0.451362673440959
"7846",458,NA,NA,8,3,0,"Female","2013",2013,"06",0,"C",151,171,18,18,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,0,-1.94790962358704
"7847",462,NA,NA,0,10,0,"Female","2013",2013,"06",0,"C",107,199,3,3,4,3.43252525557025e-05,5.35954643723891e-05,1.88520179092736e-05,0,-2.95874628419269
"7848",461,NA,NA,12,30,0,"Male","2013",2013,"06",0,"C",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,0,-2.39547149664383
"7849",1557,NA,NA,3,2,0,"Female","2013",2013,"06",0,"C",76,167,4,4,23,2.34556216386254e-05,2.88327012827954e-05,2.54815731096439e-05,1,-3.29214193225656
"7850",53,NA,NA,0,0,0,"Female","2013",2013,"06",8,"A",44,175,16,16,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,0.619192099480841
"7851",191,NA,NA,6,2,0,"Female","2013",2013,"06",7,"A",44,175,14,14,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.203476830836195
"7852",318,NA,NA,1,1,0,"Female","2013",2013,"06",3,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,1,-0.0290838942750446
"7853",435,NA,NA,3,0,0,"Female","2013",2013,"06",1,"Y",47,135,7,7,5,3.97476914904642e-05,6.34467079537609e-05,2.34834740309946e-05,1,-0.0571887918402855
"7854",321,NA,NA,15,1,0,"Male","2013",2013,"06",3,"A",34,206,12,13,23,1.11625054289033e-05,1.45999707947069e-05,1.65396209746499e-05,0,0.26455692912378
"7855",386,NA,NA,3,0,0,"Male","2013",2013,"06",3,"A",44,62,1,1,2,2.39731741123772e-05,2.40386731067774e-05,9.90807991749586e-06,1,0.302880082141055
"7856",42,NA,NA,1,0,0,"Female","2013",2013,"06",8,"A",113,25,1,1,4,2.01184572873992e-05,3.27117274751489e-05,1.06375327301309e-05,1,0.416542045869146
"7857",455,NA,NA,20,0,0,"Male","2013",2013,"06",1,"Y",115,116,6,6,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,-0.474654872674511
"7858",371,NA,NA,0,0,0,"Female","2013",2013,"06",3,"A",24,156,5,5,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.555692024442502
"7859",475,NA,NA,5,20,0,"Female","2013",2013,"06",0,"C",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-3.46054375990573
"7860",1510,NA,NA,20,3,0,"Female","2013",2013,"06",9,"A",131,85,17,18,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,1,-0.330142858726008
"7861",222,NA,NA,13,0,0,"Female","2013",2013,"06",5,"A",201,15,5,5,6,1.92204194291539e-05,1.64357086779505e-05,2.30105406168526e-05,1,0.0971375822818455
"7862",245,NA,NA,4,0,0,"Female","2013",2013,"06",5,"A",163,43,12,12,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.393846759239818
"7863",357,NA,NA,6,0,0,"Male","2013",2013,"06",5,"A",163,43,12,12,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.111913384796783
"7864",381,NA,NA,8,0,0,"Male","2013",2013,"06",3,"A",189,45,10,10,13,4.47964172011959e-05,9.19135631406246e-05,3.57966200881209e-05,1,-0.0954608678778363
"7865",477,NA,NA,20,20,0,"Female","2013",2013,"06",0,"C",232,77,5,5,6,1.78932351727036e-05,1.46782694185778e-05,1.74440904436305e-05,1,-2.71335539096025
"7866",478,NA,NA,0,20,0,"Female","2013",2013,"06",0,"C",232,77,5,5,6,1.78932351727036e-05,1.46782694185778e-05,1.74440904436305e-05,1,-2.94514841805812
"7867",10,NA,NA,4,1,0,"Female","2013",2013,"06",8,"A",186,49,5,5,13,4.54311538210436e-05,9.84724074279314e-05,3.60211016001327e-05,1,-0.0327775565251549
"7868",100,NA,NA,1,2,0,"Female","2013",2013,"06",7,"A",163,43,14,16,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.812794097774996
"7869",185,NA,NA,20,10,0,"Male","2013",2013,"06",6,"A",189,45,5,5,13,4.47964172011959e-05,9.19135631406246e-05,3.57966200881209e-05,0,NA
"7870",365,NA,NA,14,0,0,"Female","2013",2013,"06",3,"A",232,77,5,5,6,1.78932351727036e-05,1.46782694185778e-05,1.74440904436305e-05,1,0.4099154114544
"7871",366,NA,NA,2,0,0,"Male","2013",2013,"06",3,"A",216,69,2,2,3,2.2180245482928e-05,2.13393913714622e-05,2.38903572227583e-05,1,0.0908253359132208
"7872",483,NA,NA,0,4,0,"Male","2013",2013,"06",1,"Y",259,2,6,6,7,2.20393948279513e-05,1.13205726806677e-05,1.32691243164576e-05,0,-3.32811309934602
"7873",482,NA,NA,2,5,0,"Female","2013",2013,"06",0,"C",255,34,3,3,4,1.53551647545739e-05,7.18900511182885e-06,1.52420582396742e-05,0,-2.03673974700624
"7874",308,NA,NA,15,1,0,"Female","2013",2013,"06",7,"A",174,44,9,9,5,4.88481423321562e-05,0.000126372047344651,3.57323423524122e-05,0,0.000747754201747793
"7875",208,NA,NA,2,0,0,"Female","2013",2013,"06",5,"A",201,15,5,5,6,1.92204194291539e-05,1.64357086779505e-05,2.30105406168526e-05,1,0.0398070298275342
"7876",321,NA,NA,4,3,0,"Male","2013",2013,"07",3,"A",44,175,12,13,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,0.517309527592693
"7877",443,NA,NA,0,1,0,"Male","2013",2013,"07",1,"Y",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.445174509111879
"7878",448,NA,NA,11,2,0,"Female","2013",2013,"07",1,"Y",44,175,11,11,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,-0.338235675159059
"7879",197,NA,NA,2,5,0,"Female","2013",2013,"07",6,"A",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,-0.50562650915934
"7880",1496,NA,NA,0,1,0,"Female","2013",2013,"08",9,"A",76,167,4,4,23,2.34556216386254e-05,2.88327012827954e-05,2.54815731096439e-05,1,0.490732050419889
"7881",66,NA,NA,0,0,0,"Female","2013",2013,"08",8,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,0,0.0842298065057964
"7882",110,NA,NA,4,9,0,"Male","2013",2013,"08",7,"A",125,178,4,4,15,3.57211169681523e-05,4.14868879780591e-05,2.39855223033933e-05,1,0.197201568433128
"7883",191,NA,NA,3,5,0,"Female","2013",2013,"08",7,"A",44,175,14,14,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,0.172905992227837
"7884",254,NA,NA,0,1,0,"Female","2013",2013,"08",4,"A",163,161,0,0,15,1.5539204293896e-05,1.38473543049602e-05,1.81568006904901e-05,1,0.986416131144566
"7885",318,NA,NA,3,1,0,"Female","2013",2013,"08",3,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,1,0.2894957185318
"7886",441,NA,NA,15,0,0,"Male","2013",2013,"08",1,"Y",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.610290900360892
"7887",144,NA,NA,0,3,0,"Female","2013",2013,"08",8,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,0,-0.365907362198728
"7888",179,NA,NA,11,5,0,"Female","2013",2013,"08",7,"A",55,163,5,6,23,3.8850477552513e-05,6.16759610336723e-05,3.00137370907857e-05,0,0.589428011761211
"7889",197,NA,NA,3,0,1,"Female","2013",2013,"08",6,"A",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,0,-0.511633942320746
"7890",199,NA,NA,15,0,0,"Female","2013",2013,"08",5,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,1,0.568012655892688
"7891",250,NA,NA,6,0,0,"Female","2013",2013,"08",4,"A",76,167,4,4,23,2.34556216386254e-05,2.88327012827954e-05,2.54815731096439e-05,1,0.340769188043155
"7892",319,NA,NA,2,0,0,"Female","2013",2013,"08",3,"A",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,1,0.536634276167897
"7893",444,NA,NA,2,3,0,"Male","2013",2013,"08",1,"Y",44,175,15,19,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.499558289127452
"7894",439,NA,NA,11,1,0,"Male","2013",2013,"08",1,"Y",44,175,12,13,23,3.88936011226331e-05,7.25866006929479e-05,3.09590763857039e-05,1,-0.89453833400727
"7895",434,NA,NA,10,4,0,"Male","2013",2013,"08",1,"Y",55,163,8,8,23,3.8850477552513e-05,6.16759610336723e-05,3.00137370907857e-05,1,0.637150314575057
"7896",464,NA,NA,3,0,0,"Female","2013",2013,"08",0,"C",151,171,7,7,15,2.36253891364237e-05,3.17507953902076e-05,2.12131735933727e-05,0,-0.363573290136934
"7897",459,NA,NA,0,0,0,"Male","2013",2013,"08",0,"C",107,199,3,3,4,3.43252525557025e-05,5.35954643723891e-05,1.88520179092736e-05,0,-1.02179917104872
"7898",484,NA,NA,15,0,0,"Male","2013",2013,"08",2,"A",107,199,3,3,4,3.43252525557025e-05,5.35954643723891e-05,1.88520179092736e-05,1,0.377691282721869
"7899",485,NA,NA,11,5,0,"Male","2013",2013,"08",2,"A",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,1,0.0130528492594862
"7900",1512,NA,NA,2,3,0,"Female","2013",2013,"08",9,"A",76,167,7,7,23,2.34556216386254e-05,2.88327012827954e-05,2.54815731096439e-05,1,0.128905094723904
"7901",266,NA,NA,0,2,0,"Female","2013",2013,"08",4,"A",182,134,5,5,6,1.79116537328097e-05,1.6441818272083e-05,1.27295622713431e-05,1,0.259880358103872
"7902",435,NA,NA,3,1,0,"Female","2013",2013,"08",1,"Y",55,163,7,7,23,3.8850477552513e-05,6.16759610336723e-05,3.00137370907857e-05,1,0.109974140795387
"7903",41,NA,NA,3,0,0,"Female","2013",2013,"08",8,"A",44,62,5,5,2,2.39731741123772e-05,2.40386731067774e-05,9.90807991749586e-06,1,-0.191206928918716
"7904",53,NA,NA,6,1,0,"Female","2013",2013,"08",8,"A",24,156,16,16,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.792723643543022
"7905",278,NA,NA,0,1,0,"Male","2013",2013,"08",4,"A",34,121,0,0,3,3.41249111859862e-05,5.15906714533065e-05,1.81436443321027e-05,0,0.00494416758530463
"7906",283,NA,NA,8,0,0,"Female","2013",2013,"08",4,"A",24,156,5,5,6,3.90491493670597e-05,4.29995399207392e-05,2.70512391455043e-05,1,0.168057533086762
"7907",1466,NA,NA,11,1,0,"Female","2013",2013,"08",10,"A",16,184,8,8,9,2.42267902316402e-05,3.5818497099462e-05,2.34706461448345e-05,0,0.280127478960059
"7908",125,NA,NA,2,2,0,"Female","2013",2013,"08",7,"A",47,135,8,8,5,3.97476914904642e-05,6.34467079537609e-05,2.34834740309946e-05,1,0.972857384477791
"7909",346,NA,NA,15,1,0,"Male","2013",2013,"08",3,"A",21,77,2,2,3,2.67548073681436e-05,4.4658353416575e-05,9.57033545225087e-06,1,0.64984647138576
"7910",27,NA,NA,5,2,0,"Female","2013",2013,"08",8,"A",82,75,2,2,7,1.95671261934994e-05,4.170252311001e-05,1.33547965071263e-05,0,-0.517586340413076
"7911",239,NA,NA,4,9,0,"Male","2013",2013,"08",7,"A",108,10,0,0,4,1.89842668313835e-05,4.26615370043863e-05,7.8347843252383e-06,1,0.273889585919046
"7912",394,NA,NA,8,1,0,"Female","2013",2013,"08",2,"A",113,25,1,1,4,2.01184572873992e-05,3.27117274751489e-05,1.06375327301309e-05,0,0.263482667888985
"7913",473,NA,NA,0,0,0,"Male","2013",2013,"08",0,"C",115,116,6,6,7,1.7362543649845e-05,4.6658757645433e-05,1.69549018092608e-05,1,-1.5638540371853
"7914",349,NA,NA,15,10,0,"Female","2013",2013,"08",3,"A",131,85,6,6,7,1.7987562472653e-05,2.60259449841466e-05,1.82805609648833e-05,0,-0.143102386259553
"7915",16,NA,NA,3,3,0,"Female","2013",2013,"08",8,"A",163,43,14,16,13,4.16100522674047e-05,0.000105294550915493,3.27655069739299e-05,1,-0.166806449957003
"7916",243,NA,NA,0,3,0,"Female","2013",2013,"08",5,"A",186,49,5,5,13,4.54311538210436e-05,9.84724074279314e-05,3.60211016001327e-05,1,-0.128362443907005
"7917",293,NA,NA,7,4,0,"Female","2013",2013,"08",4,"A",186,49,5,5,13,4.54311538210436e-05,9.84724074279314e-05,3.60211016001327e-05,0,-0.700874029689192
"7918",362,NA,NA,8,4,0,"Female","2013",2013,"08",3,"A",232,77,5,5,6,1.78932351727036e-05,1.46782694185778e-05,1.74440904436305e-05,0,-0.0607445331029308
