"","Tattoo","Eimeria","Isospora","Fleas","Lice","Ticks","Sex","fYear","Year","Month","Age","AgeCat","X","Y","Degree","Strength","GroupSize","LifetimeDensity","TrappingDensity","AnnualDensity","Survived","BCI"
"5146",1481,NA,NA,6,3,0,"Male","2004",2004,"07",1,"Y",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.6416080187493e-05,1,0.296155505021758
"5147",1515,NA,NA,6,1,0,"Female","2004",2004,"07",0,"C",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,-1.48125261794756
"5148",1523,NA,NA,9,2,0,"Female","2004",2004,"07",0,"C",34,121,5,5,13,3.41249111859862e-05,5.15906714533065e-05,3.67612443976906e-05,1,-0.756138244613628
"5149",1522,NA,NA,4,6,0,"Female","2004",2004,"07",0,"C",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,-1.59384680348726
"5150",1537,NA,NA,25,3,0,"Male","2004",2004,"07",0,"C",34,121,3,3,13,3.41249111859862e-05,5.15906714533065e-05,3.67612443976906e-05,1,-1.37628282255808
"5151",1075,NA,NA,10,2,0,"Male","2004",2004,"07",9,"A",16,184,16,16,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,-0.221896720989235
"5152",1372,NA,NA,6,0,0,"Female","2004",2004,"07",3,"A",33,100,5,5,13,2.86033652869192e-05,3.00614521821526e-05,3.24043895799524e-05,1,0.334280170077066
"5153",1344,NA,NA,2,0,0,"Female","2004",2004,"07",4,"A",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,0.117876272244082
"5154",1246,NA,NA,4,1,0,"Female","2004",2004,"07",7,"A",28,119,5,6,13,3.02041667048144e-05,4.09838539257274e-05,3.42689083402451e-05,1,NA
"5155",1124,NA,NA,5,2,0,"Female","2004",2004,"07",8,"A",0,162,12,16,13,1.42610240737319e-05,1.25491273811817e-05,2.46154877802125e-05,1,0.353931986533953
"5156",1126,NA,NA,2,2,0,"Female","2004",2004,"07",9,"A",33,100,7,7,13,2.86033652869192e-05,3.00614521821526e-05,3.24043895799524e-05,0,-0.0607445331029308
"5157",1339,NA,NA,1,2,0,"Female","2004",2004,"07",5,"A",34,206,18,26,29,1.11625054289033e-05,1.45999707947069e-05,2.14711930040837e-05,1,-0.481388240943131
"5158",1376,NA,NA,12,2,0,"Male","2004",2004,"07",4,"A",34,206,19,33,29,1.11625054289033e-05,1.45999707947069e-05,2.14711930040837e-05,1,-0.113778913212367
"5159",1386,NA,NA,3,0,0,"Female","2004",2004,"07",3,"A",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,-0.348284818851344
"5160",1394,NA,NA,1,2,0,"Female","2004",2004,"07",4,"A",48,144,6,7,14,4.29347509408293e-05,5.99541893021521e-05,4.35722716563543e-05,0,0.216559969689876
"5161",1442,NA,NA,1,3,0,"Male","2004",2004,"07",3,"A",47,135,15,18,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,0.0398070298275342
"5162",1409,NA,NA,9,2,0,"Female","2004",2004,"07",3,"A",16,184,18,25,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,-0.765491066363541
"5163",1338,NA,NA,25,2,0,"Female","2004",2004,"07",4,"A",24,156,11,11,13,3.90491493670597e-05,4.29995399207392e-05,4.25463627309962e-05,1,0.518600384508519
"5164",1336,NA,NA,8,6,0,"Female","2004",2004,"07",4,"A",16,184,16,16,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,-0.463552671637296
"5165",1378,NA,NA,1,1,0,"Female","2004",2004,"07",3,"A",44,62,7,7,6,2.39731741123772e-05,2.40386731067774e-05,2.28439534311073e-05,1,0.612562899612399
"5166",1553,NA,NA,0,0,1,"Female","2004",2004,"07",7,"A",0,162,12,16,13,1.42610240737319e-05,1.25491273811817e-05,2.46154877802125e-05,0,0.282899612008264
"5167",1343,NA,NA,6,7,0,"Female","2004",2004,"07",4,"A",16,184,23,30,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,-0.082952932954015
"5168",1436,NA,NA,1,0,0,"Female","2004",2004,"07",2,"A",44,62,5,5,6,2.39731741123772e-05,2.40386731067774e-05,2.28439534311073e-05,1,0.276366101948357
"5169",1466,NA,NA,11,1,0,"Female","2004",2004,"07",1,"Y",16,184,16,16,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,-0.660925288807449
"5170",1470,NA,NA,8,2,0,"Female","2004",2004,"07",1,"Y",44,62,5,5,6,2.39731741123772e-05,2.40386731067774e-05,2.28439534311073e-05,0,-0.234569033785677
"5171",1488,NA,NA,9,0,0,"Female","2004",2004,"07",1,"Y",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.6416080187493e-05,0,0.293962995200306
"5172",1527,NA,NA,0,0,0,"Male","2004",2004,"07",0,"C",0,162,12,16,13,1.42610240737319e-05,1.25491273811817e-05,2.46154877802125e-05,0,-0.397718464828795
"5173",1538,NA,NA,3,4,0,"Male","2004",2004,"07",0,"C",44,62,5,5,6,2.39731741123772e-05,2.40386731067774e-05,2.28439534311073e-05,0,-1.26394383250878
"5174",1243,NA,NA,2,0,0,"Male","2004",2004,"07",9,"A",24,156,12,16,13,3.90491493670597e-05,4.29995399207392e-05,4.25463627309962e-05,1,0.536185594952158
"5175",1389,NA,NA,4,3,0,"Female","2004",2004,"07",4,"A",28,119,4,4,13,3.02041667048144e-05,4.09838539257274e-05,3.42689083402451e-05,0,0.614621435158183
"5176",1539,NA,NA,0,0,0,"Female","2004",2004,"07",1,"Y",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.6416080187493e-05,0,0.808441268931925
"5177",1391,NA,NA,5,2,0,"Female","2004",2004,"08",3,"A",134,172,10,10,12,3.20071686350351e-05,4.22183311478984e-05,2.5665282170914e-05,1,NA
"5178",1413,NA,NA,3,2,0,"Male","2004",2004,"08",3,"A",55,163,15,19,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,1,0.43072377633082
"5179",1321,NA,NA,3,2,0,"Female","2004",2004,"08",4,"A",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,0.338739851099224
"5180",1316,NA,NA,0,2,0,"Female","2004",2004,"08",4,"A",151,171,10,12,13,2.36253891364237e-05,3.17507953902076e-05,1.97070284273513e-05,1,0.742065128587688
"5181",1308,NA,NA,0,0,0,"Female","2004",2004,"08",4,"A",102,186,5,6,6,3.37280349500688e-05,4.22107579027442e-05,3.47813049350575e-05,1,-0.20967664192357
"5182",1019,NA,NA,16,9,0,"Female","2004",2004,"08",10,"A",107,199,9,9,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,-0.468734892284277
"5183",1067,NA,NA,9,5,0,"Male","2004",2004,"08",9,"A",76,167,14,14,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,-0.0388578226867682
"5184",1079,NA,NA,25,11,0,"Female","2004",2004,"08",8,"A",44,175,8,8,29,3.88936011226331e-05,7.25866006929479e-05,4.0167016255055e-05,0,-0.315345848098521
"5185",1165,NA,NA,8,0,0,"Male","2004",2004,"08",7,"A",63,143,11,14,13,2.92198178133401e-05,3.30730589187276e-05,3.68262111006973e-05,1,0.568012655892688
"5186",1289,NA,NA,4,11,0,"Male","2004",2004,"08",5,"A",107,199,11,11,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,0.269894131150559
"5187",1464,NA,NA,13,0,0,"Male","2004",2004,"08",1,"Y",63,143,11,14,13,2.92198178133401e-05,3.30730589187276e-05,3.68262111006973e-05,1,0.0721838442898636
"5188",1467,NA,NA,10,4,0,"Female","2004",2004,"08",1,"Y",44,175,19,33,29,3.88936011226331e-05,7.25866006929479e-05,4.0167016255055e-05,1,-0.428325291784884
"5189",1501,NA,NA,2,6,0,"Male","2004",2004,"08",0,"C",102,186,5,6,6,3.37280349500688e-05,4.22107579027442e-05,3.47813049350575e-05,1,-1.39398875642407
"5190",1503,NA,NA,10,3,0,"Male","2004",2004,"08",0,"C",151,171,10,12,13,2.36253891364237e-05,3.17507953902076e-05,1.97070284273513e-05,1,-1.28709332060806
"5191",1504,NA,NA,2,18,0,"Male","2004",2004,"08",0,"C",163,161,4,5,12,1.5539204293896e-05,1.38473543049602e-05,1.63547590869841e-05,1,-1.61063840037116
"5192",1498,NA,NA,25,3,0,"Female","2004",2004,"08",0,"C",163,161,2,2,12,1.5539204293896e-05,1.38473543049602e-05,1.63547590869841e-05,0,-1.55852957408838
"5193",1496,NA,NA,4,4,0,"Female","2004",2004,"08",0,"C",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,-1.92699349552763
"5194",1495,NA,NA,11,7,0,"Male","2004",2004,"08",0,"C",108,205,6,6,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,0,-1.33105976047126
"5195",1540,NA,NA,3,0,0,"Male","2004",2004,"08",0,"C",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,1,-1.99663777613057
"5196",1265,NA,NA,0,8,0,"Male","2004",2004,"08",5,"A",24,156,20,20,13,3.90491493670597e-05,4.29995399207392e-05,4.25463627309962e-05,1,-0.155164387098346
"5197",1398,NA,NA,4,3,0,"Male","2004",2004,"08",3,"A",108,205,6,6,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,0,0.654875256244998
"5198",1416,NA,NA,0,2,0,"Male","2004",2004,"08",3,"A",107,199,14,15,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,0.221096085991615
"5199",1306,NA,NA,25,3,0,"Male","2004",2004,"08",4,"A",104,192,5,5,6,3.50987541024159e-05,5.17886421045977e-05,3.47459974091243e-05,1,0.9658505575341
"5200",1459,NA,NA,10,2,0,"Female","2004",2004,"08",1,"Y",151,171,3,3,13,2.36253891364237e-05,3.17507953902076e-05,1.97070284273513e-05,1,0.417822424056627
"5201",1463,NA,NA,12,4,0,"Male","2004",2004,"08",1,"Y",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,1,0.0783348702286056
"5202",1490,NA,NA,3,0,0,"Female","2004",2004,"08",1,"Y",76,167,18,18,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,0.17937854674233
"5203",1499,NA,NA,15,4,0,"Male","2004",2004,"08",0,"C",104,192,5,5,6,3.50987541024159e-05,5.17886421045977e-05,3.47459974091243e-05,1,-1.53662350121916
"5204",1507,NA,NA,25,5,0,"Male","2004",2004,"08",0,"C",133,182,2,2,12,3.40255574578346e-05,4.1738942819679e-05,2.67210703656774e-05,1,NA
"5205",1512,NA,NA,0,6,0,"Female","2004",2004,"08",0,"C",24,156,17,17,13,3.90491493670597e-05,4.29995399207392e-05,4.25463627309962e-05,1,-1.83416365071202
"5206",1541,NA,NA,6,5,0,"Female","2004",2004,"08",0,"C",163,161,4,5,12,1.5539204293896e-05,1.38473543049602e-05,1.63547590869841e-05,1,-1.2756485647595
"5207",1249,NA,NA,5,3,0,"Female","2004",2004,"08",6,"A",44,175,19,33,29,3.88936011226331e-05,7.25866006929479e-05,4.0167016255055e-05,1,-0.179123909662788
"5208",1266,NA,NA,6,0,1,"Female","2004",2004,"08",5,"A",107,199,9,9,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,0.396846972051565
"5209",1298,NA,NA,3,0,1,"Female","2004",2004,"08",8,"A",108,205,6,6,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,1,-0.197163001381046
"5210",1494,NA,NA,13,0,0,"Male","2004",2004,"08",1,"Y",107,199,9,9,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,0.0660894845892699
"5211",1404,NA,NA,19,0,0,"Female","2004",2004,"08",2,"A",63,143,5,5,13,2.92198178133401e-05,3.30730589187276e-05,3.68262111006973e-05,1,0.280127478960059
"5212",1392,NA,NA,7,0,0,"Female","2004",2004,"08",3,"A",107,199,14,15,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,-0.0266399084664585
"5213",1337,NA,NA,5,0,0,"Female","2004",2004,"08",4,"A",55,163,18,22,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,1,0.670775610991475
"5214",1375,NA,NA,5,0,0,"Male","2004",2004,"08",3,"A",55,163,15,18,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,1,0.785740076495962
"5215",1002,NA,NA,25,0,0,"Female","2004",2004,"08",10,"A",140,186,4,4,12,2.9217872394233e-05,3.26890382162027e-05,2.3330526378173e-05,1,-0.387910553574434
"5216",1286,NA,NA,5,3,0,"Male","2004",2004,"08",5,"A",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,0,0.210045697435727
"5217",1423,NA,NA,1,5,0,"Male","2004",2004,"08",2,"A",104,192,5,5,6,3.50987541024159e-05,5.17886421045977e-05,3.47459974091243e-05,1,0.612562899612399
"5218",1465,NA,NA,20,3,0,"Female","2004",2004,"08",1,"Y",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,1,0.0776988099258267
"5219",1542,NA,NA,25,7,0,"Female","2004",2004,"08",0,"C",108,205,6,6,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,1,-1.44108666410801
"5220",1290,NA,NA,25,0,0,"Male","2004",2004,"08",6,"A",140,186,2,2,12,2.9217872394233e-05,3.26890382162027e-05,2.3330526378173e-05,0,1.60539109823691
"5221",1424,NA,NA,2,0,0,"Female","2004",2004,"08",5,"A",133,182,2,2,12,3.40255574578346e-05,4.1738942819679e-05,2.67210703656774e-05,1,1.23427147318926
"5222",1365,NA,NA,13,1,0,"Female","2004",2004,"10",3,"A",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,1.34198518818813
"5223",1071,NA,NA,9,2,0,"Female","2004",2004,"10",9,"A",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,1.16040906399823
"5224",1092,NA,NA,4,6,0,"Male","2004",2004,"10",8,"A",216,69,2,2,1,2.2180245482928e-05,2.13393913714622e-05,8.5667662598878e-06,1,1.35127872894619
"5225",1097,NA,NA,4,2,0,"Male","2004",2004,"10",8,"A",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,0,1.1009297928447
"5226",1439,NA,NA,1,3,1,"Female","2004",2004,"10",2,"A",259,2,1,1,2,2.20393948279513e-05,1.13205726806677e-05,2.90279227883669e-06,0,2.01362074856793
"5227",1312,NA,NA,17,4,0,"Female","2004",2004,"10",5,"A",163,43,16,18,7,4.16100522674047e-05,0.000105294550915493,2.62931558295277e-05,1,1.80345066330861
"5228",1359,NA,NA,8,2,0,"Male","2004",2004,"10",3,"A",189,45,16,16,5,4.47964172011959e-05,9.19135631406246e-05,2.29662562021169e-05,1,1.61443873258392
"5229",1471,NA,NA,25,4,0,"Male","2004",2004,"10",1,"Y",163,43,6,6,7,4.16100522674047e-05,0.000105294550915493,2.62931558295277e-05,1,1.02626665182583
"5230",1378,NA,NA,1,3,0,"Female","2004",2004,"10",3,"A",69,71,7,7,8,2.17539140356215e-05,3.49986002304611e-05,1.96339407463269e-05,1,0.946228982185952
"5231",846,NA,NA,17,11,0,"Male","2004",2004,"10",13,"A",67,85,2,2,8,2.13492064964791e-05,2.68808548289706e-05,2.20277553053065e-05,0,-0.185194222655671
"5232",910,NA,NA,5,2,0,"Female","2004",2004,"10",11,"A",108,10,6,6,13,1.89842668313835e-05,4.26615370043863e-05,1.55904970728009e-05,1,0.443866171891536
"5233",1008,NA,NA,25,2,0,"Female","2004",2004,"10",10,"A",113,25,3,3,13,2.01184572873992e-05,3.27117274751489e-05,1.83319265163472e-05,1,0.163921999215319
"5234",1042,NA,NA,25,13,1,"Male","2004",2004,"10",9,"A",115,116,11,14,13,1.7362543649845e-05,4.6658757645433e-05,1.25393046082594e-05,1,0.834872942439247
"5235",1425,NA,NA,14,6,0,"Male","2004",2004,"10",2,"A",108,10,6,6,13,1.89842668313835e-05,4.26615370043863e-05,1.55904970728009e-05,1,1.45025283355667
"5236",1497,NA,NA,7,5,0,"Male","2004",2004,"10",0,"C",115,116,10,12,13,1.7362543649845e-05,4.6658757645433e-05,1.25393046082594e-05,1,0.524111411238372
"5237",1503,NA,NA,25,1,0,"Male","2004",2004,"10",0,"C",115,116,10,12,13,1.7362543649845e-05,4.6658757645433e-05,1.25393046082594e-05,1,0.563861353130484
"5238",1520,NA,NA,25,2,0,"Male","2004",2004,"10",0,"C",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,0.129702362027022
"5239",1026,NA,NA,8,6,0,"Female","2004",2004,"10",10,"A",108,10,8,10,13,1.89842668313835e-05,4.26615370043863e-05,1.55904970728009e-05,1,0.923913601767726
"5240",1126,NA,NA,2,2,0,"Female","2004",2004,"10",9,"A",69,71,7,7,8,2.17539140356215e-05,3.49986002304611e-05,1.96339407463269e-05,0,0.282899612008264
"5241",1237,NA,NA,4,2,0,"Male","2004",2004,"10",8,"A",67,85,2,2,8,2.13492064964791e-05,2.68808548289706e-05,2.20277553053065e-05,1,0.563861353130484
"5242",1261,NA,NA,3,0,0,"Female","2004",2004,"10",4,"A",174,44,18,18,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,1.32676123737859
"5243",1319,NA,NA,15,5,0,"Female","2004",2004,"10",4,"A",96,58,1,1,2,1.6231890287148e-05,3.01356664406397e-05,1.4066780782675e-05,1,1.54742449862262
"5244",906,NA,NA,3,2,0,"Female","2004",2004,"10",11,"A",174,44,16,18,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,1.18991385240188
"5245",1034,NA,NA,25,4,1,"Female","2004",2004,"10",9,"A",108,10,8,10,13,1.89842668313835e-05,4.26615370043863e-05,1.55904970728009e-05,1,0.866766620808837
"5246",1165,NA,NA,15,1,0,"Male","2004",2004,"10",7,"A",115,116,11,14,13,1.7362543649845e-05,4.6658757645433e-05,1.25393046082594e-05,1,1.34576342730894
"5247",1547,NA,NA,0,13,0,"Female","2004",2004,"10",7,"A",174,44,16,18,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,1.24448411340994
"5248",1510,NA,NA,3,0,0,"Female","2004",2004,"10",0,"C",163,43,6,6,7,4.16100522674047e-05,0.000105294550915493,2.62931558295277e-05,1,0.0588519517500914
"5249",1524,NA,NA,0,2,0,"Female","2004",2004,"10",0,"C",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,0.674517383166391
"5250",1534,NA,NA,2,5,0,"Female","2004",2004,"10",0,"C",82,75,1,1,8,1.95671261934994e-05,4.170252311001e-05,1.62965199160659e-05,1,0.185312548879632
"5251",1449,NA,NA,13,5,0,"Female","2004",2004,"10",3,"A",115,116,9,9,13,1.7362543649845e-05,4.6658757645433e-05,1.25393046082594e-05,1,1.5846085666808
"5252",981,NA,NA,8,3,0,"Female","2004",2004,"10",10,"A",82,75,1,1,8,1.95671261934994e-05,4.170252311001e-05,1.62965199160659e-05,0,0.338739851099224
"5253",1530,NA,NA,2,6,0,"Female","2004",2004,"10",0,"C",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,0.464755317232495
"5254",1055,NA,NA,3,5,0,"Male","2004",2004,"10",6,"A",163,43,10,10,7,4.16100522674047e-05,0.000105294550915493,2.62931558295277e-05,1,1.44800365113566
"5255",1210,NA,NA,3,9,0,"Male","2004",2004,"10",6,"A",174,44,12,12,13,4.88481423321562e-05,0.000126372047344651,2.70033542447179e-05,1,1.90110017144456
"5256",1493,NA,NA,4,7,0,"Female","2004",2004,"10",7,"A",113,25,3,3,13,2.01184572873992e-05,3.27117274751489e-05,1.83319265163472e-05,0,0.563861353130484
"5257",1409,NA,NA,0,2,0,"Female","2004",2004,"10",3,"A",16,184,18,25,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,0.359152147097255
"5258",1324,NA,NA,0,0,0,"Female","2004",2004,"10",4,"A",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,1.29714795301928
"5259",1335,NA,NA,7,7,0,"Male","2004",2004,"10",4,"A",16,184,17,24,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,1.06915166913866
"5260",1375,NA,NA,2,3,0,"Male","2004",2004,"10",3,"A",47,135,15,18,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,1.47197019460777
"5261",1348,NA,NA,25,3,0,"Male","2004",2004,"10",4,"A",34,206,19,33,29,1.11625054289033e-05,1.45999707947069e-05,2.14711930040837e-05,1,0.312064508677345
"5262",1246,NA,NA,3,2,0,"Female","2004",2004,"10",7,"A",40,111,5,6,13,3.09903945108342e-05,3.94338250839189e-05,3.46333680887058e-05,1,0.667368671404571
"5263",1227,NA,NA,1,0,0,"Male","2004",2004,"10",6,"A",26,126,5,6,13,3.10915110504282e-05,3.98373632248275e-05,3.52452335670481e-05,1,0.916820052704154
"5264",1466,NA,NA,1,0,0,"Female","2004",2004,"10",1,"Y",16,184,16,16,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,0.698833748726035
"5265",1490,NA,NA,0,6,0,"Female","2004",2004,"10",1,"Y",47,135,18,18,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,1.33433746285245
"5266",1514,NA,NA,3,0,0,"Male","2004",2004,"10",0,"C",33,100,9,9,13,2.86033652869192e-05,3.00614521821526e-05,3.24043895799524e-05,1,-0.128362443907005
"5267",1075,NA,NA,14,7,0,"Male","2004",2004,"10",9,"A",16,184,16,16,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,0.477415138746655
"5268",1243,NA,NA,0,6,0,"Male","2004",2004,"10",9,"A",24,156,12,16,13,3.90491493670597e-05,4.29995399207392e-05,4.25463627309962e-05,1,1.32409674028808
"5269",1339,NA,NA,4,2,0,"Female","2004",2004,"10",5,"A",34,206,18,26,29,1.11625054289033e-05,1.45999707947069e-05,2.14711930040837e-05,1,0.530978462589977
"5270",1376,NA,NA,9,7,0,"Male","2004",2004,"10",4,"A",16,184,19,33,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,0.902529931003006
"5271",1386,NA,NA,0,13,0,"Female","2004",2004,"10",3,"A",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,1.01469321025589
"5272",1337,NA,NA,0,0,0,"Female","2004",2004,"10",4,"A",0,162,18,22,13,1.42610240737319e-05,1.25491273811817e-05,2.46154877802125e-05,1,1.4787822303158
"5273",1344,NA,NA,0,7,0,"Female","2004",2004,"10",4,"A",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,0.912109541165814
"5274",1282,NA,NA,0,2,0,"Female","2004",2004,"10",6,"A",33,100,5,5,13,2.86033652869192e-05,3.00614521821526e-05,3.24043895799524e-05,1,0.924066929077446
"5275",1515,NA,NA,1,1,0,"Female","2004",2004,"10",0,"C",47,135,12,12,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,1,0.0782752952726959
"5276",1517,NA,NA,2,0,0,"Male","2004",2004,"10",0,"C",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.6416080187493e-05,1,1.07644569773654
"5277",1339,NA,NA,0,0,0,"Female","2004",2004,"10",5,"A",16,184,18,26,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,NA
"5278",1376,NA,NA,0,0,0,"Male","2004",2004,"10",4,"A",16,184,19,33,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,NA
"5279",1408,NA,NA,0,1,0,"Female","2004",2004,"10",4,"A",24,156,11,11,13,3.90491493670597e-05,4.29995399207392e-05,4.25463627309962e-05,0,1.26224474906317
"5280",1384,NA,NA,1,4,0,"Male","2004",2004,"10",3,"A",47,135,15,18,14,3.97476914904642e-05,6.34467079537609e-05,4.13494064178823e-05,0,1.09599312684948
"5281",1413,NA,NA,0,5,0,"Male","2004",2004,"10",3,"A",48,144,15,19,14,4.29347509408293e-05,5.99541893021521e-05,4.35722716563543e-05,1,1.12007279496373
"5282",1315,NA,NA,2,2,0,"Male","2004",2004,"10",4,"A",33,100,7,7,13,2.86033652869192e-05,3.00614521821526e-05,3.24043895799524e-05,1,1.42457930639038
"5283",1056,NA,NA,0,6,0,"Female","2004",2004,"10",9,"A",34,121,8,8,13,3.41249111859862e-05,5.15906714533065e-05,3.67612443976906e-05,1,0.966340417084689
"5284",1467,NA,NA,0,2,0,"Female","2004",2004,"10",1,"Y",34,206,19,33,29,1.11625054289033e-05,1.45999707947069e-05,2.14711930040837e-05,1,0.739388160199962
"5285",1249,NA,NA,4,14,0,"Female","2004",2004,"10",6,"A",16,184,19,33,17,2.42267902316402e-05,3.5818497099462e-05,3.53676411548137e-05,1,0.972857384477791
"5286",1390,NA,NA,0,2,0,"Female","2004",2004,"11",3,"A",133,182,14,14,12,3.40255574578346e-05,4.1738942819679e-05,2.67210703656774e-05,1,1.26531207937296
"5287",1391,NA,NA,1,3,0,"Female","2004",2004,"11",3,"A",107,199,10,10,15,3.43252525557025e-05,5.35954643723891e-05,3.3314790035432e-05,1,1.33384297621419
"5288",1302,NA,NA,20,4,0,"Female","2004",2004,"11",4,"A",44,175,17,24,29,3.88936011226331e-05,7.25866006929479e-05,4.0167016255055e-05,1,0.799773117297931
"5289",1321,NA,NA,3,1,0,"Female","2004",2004,"11",4,"A",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,1.26962809539286
"5290",1308,NA,NA,0,9,0,"Female","2004",2004,"11",4,"A",104,192,5,6,6,3.50987541024159e-05,5.17886421045977e-05,3.47459974091243e-05,1,0.974880620773194
"5291",1348,NA,NA,0,17,0,"Male","2004",2004,"11",4,"A",44,175,19,33,29,3.88936011226331e-05,7.25866006929479e-05,4.0167016255055e-05,1,0.497710968120495
"5292",1343,NA,NA,1,4,0,"Female","2004",2004,"11",4,"A",55,163,23,30,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,1,1.07152677090963
"5293",1286,NA,NA,0,12,0,"Male","2004",2004,"11",5,"A",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,0,0.967389116578919
"5294",1275,NA,NA,9,5,0,"Male","2004",2004,"11",5,"A",43,178,19,34,29,3.67953475155385e-05,6.75082711870989e-05,3.91872004538883e-05,1,1.38098820349155
"5295",1426,NA,NA,20,4,0,"Female","2004",2004,"11",2,"A",134,172,4,4,12,3.20071686350351e-05,4.22183311478984e-05,2.5665282170914e-05,1,0.423231690177616
"5296",1505,NA,NA,0,2,0,"Male","2004",2004,"11",0,"C",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,1,0.104214630519139
"5297",1495,NA,NA,0,2,0,"Male","2004",2004,"11",0,"C",108,205,6,6,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,0,-0.432606092841534
"5298",1543,NA,NA,3,0,0,"Female","2004",2004,"11",0,"C",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,0,0.273312142012502
"5299",1403,NA,NA,2,3,0,"Male","2004",2004,"11",4,"A",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,1,1.61284759986924
